year_week_iso,reporting_country,num_doses_recv,num_doses_exported,first_dose,first_dose_refused,second_dose,unknown_dose,target_group,vaccine
01/01/2022,EE,6017,8118,941,60,560,37,Age5_9,NVX
01/01/2022,EE,4437,3425,5453,84,823,88,Age5_9,NVXD
01/01/2022,EE,4591,1169,1629,57,801,46,Age5_9,QAZVAQ
01/01/2022,EE,6500,8040,5674,81,807,80,Age5_9,SGSK
01/01/2022,EE,5709,9598,5480,7,699,10,Age5_9,SIICOV
01/01/2022,EE,2471,3476,3414,10,734,89,Age5_9,SIN
01/01/2022,EE,4314,7403,4858,64,389,83,Age5_9,SPU
01/01/2022,EE,9626,808,3337,48,774,48,Age5_9,SPUL
01/01/2022,EE,9366,3791,8497,100,631,98,Age5_9,SRCVB
01/01/2022,EE,5349,1183,1951,4,292,42,Age5_9,WUCNBG
01/01/2022,EE,2582,9139,6371,84,535,82,Age5_9,CNBG
01/01/2022,EE,8946,3356,5109,38,787,15,Age5_9,UNK
01/01/2022,EE,8172,5295,4221,7,32,73,Age5_9,ZFUZ
01/01/2022,EE,2788,753,100,28,504,7,Age10_14,AZ
01/01/2022,EE,4297,9916,3831,46,22,53,Age10_14,BECNBG
01/01/2022,EE,4531,3422,4941,96,933,67,Age10_14,BHACOV
01/01/2022,EE,3775,7353,7928,37,521,86,Age10_14,CHU
01/01/2022,EE,9861,3476,5150,57,370,100,Age10_14,COM
01/01/2022,EE,7738,1525,5440,2,160,26,Age10_14,CVAC
01/01/2022,EE,1616,9371,7570,91,593,58,Age10_14,JANSS
01/01/2022,EE,339,4178,5902,62,274,45,Age10_14,HAYATVAC
01/01/2022,EE,204,3728,1476,54,942,59,Age10_14,MOD
01/01/2022,EE,1753,6713,7003,60,347,38,Age10_14,NVX
01/01/2022,EE,866,6212,3507,68,151,79,Age10_14,NVXD
01/01/2022,EE,5607,4255,6298,55,999,18,Age10_14,QAZVAQ
01/01/2022,EE,8301,7563,2036,88,109,40,Age10_14,SGSK
01/01/2022,EE,8990,3621,4134,25,375,40,Age10_14,SIICOV
01/01/2022,EE,9519,2615,7497,65,252,37,Age10_14,SIN
01/01/2022,EE,3892,5650,60,67,50,63,Age10_14,SPU
01/01/2022,EE,5727,5170,4267,81,79,90,Age10_14,SPUL
01/01/2022,EE,160,1819,6867,27,685,77,Age10_14,SRCVB
01/01/2022,EE,5666,7710,4037,53,150,30,Age10_14,WUCNBG
01/01/2022,EE,2572,5912,5726,97,821,3,Age10_14,CNBG
01/01/2022,EE,3897,2967,4590,21,473,32,Age10_14,UNK
01/01/2022,EE,2053,5910,5910,1,428,83,Age10_14,ZFUZ
01/01/2022,EE,5848,2364,7199,83,998,74,Age15_17,AZ
01/01/2022,EE,2948,3302,6313,84,614,43,Age15_17,BECNBG
01/01/2022,EE,1278,6784,455,10,567,37,Age15_17,BHACOV
01/01/2022,EE,2639,7772,2761,56,707,17,Age15_17,CHU
01/01/2022,EE,685,1081,7585,79,849,10,Age15_17,COM
01/01/2022,EE,3956,2299,2583,59,166,82,Age15_17,CVAC
01/01/2022,EE,7887,3931,3415,76,137,8,Age15_17,JANSS
01/01/2022,EE,8156,4273,425,3,930,80,Age15_17,HAYATVAC
01/01/2022,EE,212,5914,400,25,114,9,Age15_17,MOD
01/01/2022,EE,1483,7455,7454,13,728,45,Age15_17,NVX
01/01/2022,EE,6773,2131,5694,9,118,63,Age15_17,NVXD
01/01/2022,EE,4373,8106,8605,89,927,37,Age15_17,QAZVAQ
01/01/2022,EE,9415,3690,8173,47,938,42,Age15_17,SGSK
01/01/2022,EE,1740,5746,4717,31,647,41,Age15_17,SIICOV
01/01/2022,EE,4906,5672,7960,12,157,25,Age15_17,SIN
01/01/2022,EE,5947,5131,6014,87,620,24,Age15_17,SPU
01/01/2022,EE,3408,8280,7791,78,789,97,Age15_17,SPUL
01/01/2022,EE,9626,1541,2869,57,683,61,Age15_17,SRCVB
01/01/2022,EE,3437,5660,5230,63,437,47,Age15_17,WUCNBG
01/01/2022,EE,4715,9194,2783,23,542,36,Age15_17,CNBG
01/01/2022,EE,762,8046,6409,38,460,63,Age15_17,UNK
01/01/2022,EE,3276,4041,2225,20,326,59,Age15_17,ZFUZ
01/01/2022,EE,8194,6086,3904,55,109,70,Age18_24,AZ
01/01/2022,EE,4173,6811,4552,49,315,99,Age18_24,BECNBG
01/01/2022,EE,225,601,7088,7,711,52,Age18_24,BHACOV
01/01/2022,EE,4003,3186,4561,46,482,15,Age18_24,CHU
01/01/2022,EE,9720,8400,422,21,396,65,Age18_24,COM
01/01/2022,EE,3861,5197,5631,53,385,8,Age18_24,CVAC
01/01/2022,EE,7925,1657,6477,41,940,14,Age18_24,JANSS
01/01/2022,EE,3245,3091,329,98,458,54,Age18_24,HAYATVAC
01/01/2022,EE,3852,6284,8341,47,332,100,Age18_24,MOD
01/01/2022,EE,9747,7245,9756,20,995,72,Age18_24,NVX
01/01/2022,EE,3082,9188,4420,75,914,28,Age18_24,NVXD
01/01/2022,EE,553,1736,4036,19,690,67,Age18_24,QAZVAQ
01/01/2022,EE,6549,1836,8587,34,343,85,Age18_24,SGSK
01/01/2022,EE,7067,916,7896,10,589,40,Age18_24,SIICOV
01/01/2022,EE,8214,2378,615,50,988,47,Age18_24,SIN
01/01/2022,EE,5078,5958,47,83,701,3,Age18_24,SPU
01/01/2022,EE,7404,7356,6301,40,983,70,Age18_24,SPUL
01/01/2022,EE,8754,1839,5101,62,847,3,Age18_24,SRCVB
01/01/2022,EE,4883,6882,3695,55,461,23,Age18_24,WUCNBG
01/01/2022,EE,7716,5635,7161,68,813,13,Age18_24,CNBG
01/01/2022,EE,4043,2027,9564,29,111,69,Age18_24,UNK
01/01/2022,EE,1457,2115,1911,93,736,19,Age18_24,ZFUZ
01/01/2022,EE,2265,7500,7930,12,190,20,Age25_49,AZ
01/01/2022,EE,8760,5850,3040,79,210,54,Age25_49,BECNBG
01/01/2022,EE,9365,3176,7811,31,163,19,Age25_49,BHACOV
01/01/2022,EE,5112,1135,1687,45,347,44,Age25_49,CHU
01/01/2022,EE,8706,4569,2572,23,947,50,Age25_49,COM
01/01/2022,EE,2156,3750,7426,53,616,63,Age25_49,CVAC
01/01/2022,EE,6117,8346,6010,48,127,19,Age25_49,JANSS
01/01/2022,EE,7412,8988,6194,56,527,45,Age25_49,HAYATVAC
01/01/2022,EE,5877,7392,1497,100,192,73,Age25_49,MOD
01/01/2022,EE,5549,8049,626,49,566,12,Age25_49,NVX
01/01/2022,EE,1897,7660,9604,70,486,41,Age25_49,NVXD
01/01/2022,EE,4260,43,3477,26,270,91,Age25_49,QAZVAQ
01/01/2022,EE,5627,8916,8702,87,435,55,Age25_49,SGSK
01/01/2022,EE,127,3263,3066,32,172,70,Age25_49,SIICOV
01/01/2022,EE,4756,3635,9093,47,631,10,Age25_49,SIN
01/01/2022,EE,9860,6372,9170,8,384,18,Age25_49,SPU
01/01/2022,EE,8730,8268,4343,73,525,37,Age25_49,SPUL
01/01/2022,EE,4234,2862,3691,63,235,59,Age25_49,SRCVB
01/01/2022,EE,88,5698,2050,95,651,3,Age25_49,WUCNBG
01/01/2022,EE,3459,8690,9307,37,328,97,Age25_49,CNBG
01/01/2022,EE,9567,9242,7693,31,193,4,Age25_49,UNK
01/01/2022,EE,9949,1480,6580,34,280,25,Age25_49,ZFUZ
01/01/2022,EE,1042,1525,4853,73,607,26,Age50_59,AZ
01/01/2022,EE,7296,5654,8012,26,882,99,Age50_59,BECNBG
01/01/2022,EE,4630,3830,5933,6,839,47,Age50_59,BHACOV
01/01/2022,EE,8028,1899,1163,32,524,10,Age50_59,CHU
01/01/2022,EE,1686,5759,3203,95,999,35,Age50_59,COM
01/01/2022,EE,5720,2077,2993,78,150,12,Age50_59,CVAC
01/01/2022,EE,601,1806,7141,71,559,91,Age50_59,JANSS
01/01/2022,EE,322,7288,5223,31,407,45,Age50_59,HAYATVAC
01/01/2022,EE,5680,3713,6509,90,985,17,Age50_59,MOD
01/01/2022,EE,6705,9906,1245,18,270,100,Age50_59,NVX
01/01/2022,EE,8747,124,6760,99,918,90,Age50_59,NVXD
01/01/2022,EE,3598,6731,4159,86,600,89,Age50_59,QAZVAQ
01/01/2022,EE,1020,2541,5088,65,772,16,Age50_59,SGSK
01/01/2022,EE,9705,8933,6149,3,383,53,Age50_59,SIICOV
01/01/2022,EE,9722,9812,9119,27,680,12,Age50_59,SIN
01/01/2022,EE,7134,2173,2611,15,269,93,Age50_59,SPU
01/01/2022,EE,3409,5179,1889,57,592,87,Age50_59,SPUL
01/01/2022,EE,2541,7582,2059,71,807,99,Age50_59,SRCVB
01/01/2022,EE,9979,8554,4571,7,94,49,Age50_59,WUCNBG
01/01/2022,EE,1204,6184,2001,64,722,46,Age50_59,CNBG
01/01/2022,EE,7141,9881,8785,6,709,19,Age50_59,UNK
01/01/2022,EE,1564,9728,7389,100,390,4,Age50_59,ZFUZ
01/01/2022,EE,8983,8163,7575,52,708,58,Age60_69,AZ
01/01/2022,EE,8257,2312,6729,25,472,86,Age60_69,BECNBG
01/01/2022,EE,6924,6427,1975,27,108,32,Age60_69,BHACOV
01/01/2022,EE,8914,5113,3479,96,163,60,Age60_69,CHU
01/01/2022,EE,4370,9782,4690,48,277,53,Age60_69,COM
01/01/2022,EE,4539,8791,8738,7,20,94,Age60_69,CVAC
01/01/2022,EE,7155,4279,2636,32,247,17,Age60_69,JANSS
01/01/2022,EE,4689,31,9446,50,1,98,Age60_69,HAYATVAC
01/01/2022,EE,5589,5977,3925,37,422,58,Age60_69,MOD
01/01/2022,EE,2982,8511,9339,64,913,72,Age60_69,NVX
01/01/2022,EE,3668,173,7615,10,579,84,Age60_69,NVXD
01/01/2022,EE,6559,9093,3548,29,622,19,Age60_69,QAZVAQ
01/01/2022,EE,491,7121,8745,10,782,53,Age60_69,SGSK
01/01/2022,EE,1762,349,6876,71,930,47,Age60_69,SIICOV
01/01/2022,EE,4805,4471,6463,91,771,14,Age60_69,SIN
01/01/2022,EE,638,655,4240,17,128,77,Age60_69,SPU
01/01/2022,EE,693,5184,879,72,428,17,Age60_69,SPUL
01/01/2022,EE,2597,5459,9267,12,308,51,Age60_69,SRCVB
01/01/2022,EE,7455,3322,2959,15,838,26,Age60_69,WUCNBG
01/01/2022,EE,7564,9911,2224,80,247,15,Age60_69,CNBG
01/01/2022,EE,6069,6690,6144,74,118,11,Age60_69,UNK
01/01/2022,EE,9804,6861,9694,51,690,71,Age60_69,ZFUZ
01/01/2022,EE,8450,1537,3662,96,244,84,Age70_79,AZ
01/01/2022,EE,5738,261,884,76,664,75,Age70_79,BECNBG
01/01/2022,EE,5601,9632,7237,78,76,56,Age70_79,BHACOV
01/01/2022,EE,4053,3508,9054,90,119,3,Age70_79,CHU
01/01/2022,EE,8591,760,6202,57,286,29,Age70_79,COM
01/01/2022,EE,130,6941,8780,96,180,10,Age70_79,CVAC
01/01/2022,EE,4403,1968,7406,58,773,28,Age70_79,JANSS
01/01/2022,EE,6956,5447,11,60,274,97,Age70_79,HAYATVAC
01/01/2022,EE,6633,3833,4544,53,111,68,Age70_79,MOD
01/01/2022,EE,5662,7714,5252,77,365,46,Age70_79,NVX
01/01/2022,EE,2120,9496,8223,5,312,13,Age70_79,NVXD
01/01/2022,EE,9636,287,2563,87,892,64,Age70_79,QAZVAQ
01/01/2022,EE,6180,3417,3831,0,658,7,Age70_79,SGSK
01/01/2022,EE,8920,9580,2486,5,454,64,Age70_79,SIICOV
01/01/2022,EE,3343,7329,7571,71,80,39,Age70_79,SIN
01/01/2022,EE,857,2697,8453,69,464,25,Age70_79,SPU
01/01/2022,EE,1576,330,7880,78,427,53,Age70_79,SPUL
01/01/2022,EE,7095,7551,982,11,85,90,Age70_79,SRCVB
01/01/2022,EE,5741,1407,589,94,1000,79,Age70_79,WUCNBG
01/01/2022,EE,4211,136,8364,21,264,35,Age70_79,CNBG
01/01/2022,EE,8119,4905,2640,81,922,55,Age70_79,UNK
01/01/2022,EE,6313,5374,3518,67,521,78,Age70_79,ZFUZ
01/01/2022,EE,6091,1342,1218,50,240,16,Age80+,AZ
01/01/2022,EE,9783,519,32,54,980,63,Age80+,BECNBG
01/01/2022,EE,850,6299,5124,92,906,39,Age80+,BHACOV
01/01/2022,EE,7788,5922,3567,36,903,75,Age80+,CHU
01/01/2022,EE,556,4174,4322,30,593,28,Age80+,COM
01/01/2022,EE,6445,4342,2279,50,504,79,Age80+,CVAC
01/01/2022,EE,9759,2887,393,22,235,98,Age80+,JANSS
01/01/2022,EE,7351,2884,2685,11,101,11,Age80+,HAYATVAC
01/01/2022,EE,716,8124,7758,1,221,16,Age80+,MOD
01/01/2022,EE,8146,5894,8748,0,376,24,Age80+,NVX
01/01/2022,EE,441,6213,5008,33,957,19,Age80+,NVXD
01/01/2022,EE,8378,2278,4053,82,183,12,Age80+,QAZVAQ
01/01/2022,EE,6543,3788,4259,95,378,93,Age80+,SGSK
01/01/2022,EE,3170,6520,8068,90,864,82,Age80+,SIICOV
01/01/2022,EE,2358,1719,9959,24,10,72,Age80+,SIN
01/01/2022,EE,1875,5427,2040,2,560,57,Age80+,SPU
01/01/2022,EE,1161,1539,8727,54,951,46,Age80+,SPUL
01/01/2022,EE,7333,7380,8091,89,15,80,Age80+,SRCVB
01/01/2022,EE,2520,6119,774,15,764,10,Age80+,WUCNBG
01/01/2022,EE,7229,6492,6457,71,246,76,Age80+,CNBG
01/01/2022,EE,8122,6405,6190,2,806,52,Age80+,UNK
01/01/2022,EE,7377,5915,8222,0,436,57,Age80+,ZFUZ
01/01/2022,EE,6065,9049,3960,91,477,66,AgeUnk,AZ
01/01/2022,EE,6387,123,1664,47,337,34,AgeUnk,BECNBG
01/01/2022,EE,2917,8675,4276,88,155,47,AgeUnk,BHACOV
01/01/2022,EE,5848,3395,9372,12,756,63,AgeUnk,CHU
01/01/2022,EE,5575,249,9853,74,140,92,AgeUnk,COM
01/01/2022,EE,6116,44,1336,26,411,73,AgeUnk,CVAC
01/01/2022,EE,9795,8365,1306,69,142,6,AgeUnk,JANSS
01/01/2022,EE,1908,4436,8535,45,737,96,AgeUnk,HAYATVAC
01/01/2022,EE,3709,4747,9270,67,786,13,AgeUnk,MOD
01/01/2022,EE,4723,4615,7116,41,110,87,AgeUnk,NVX
01/01/2022,EE,1196,1044,4168,92,229,88,AgeUnk,NVXD
01/01/2022,EE,5994,4074,4433,6,966,79,AgeUnk,QAZVAQ
01/01/2022,EE,1392,9852,3254,100,507,13,AgeUnk,SGSK
01/01/2022,EE,893,532,3571,13,495,90,AgeUnk,SIICOV
01/01/2022,EE,9554,3744,5000,26,90,34,AgeUnk,SIN
01/01/2022,EE,6523,6312,7647,4,858,34,AgeUnk,SPU
01/01/2022,EE,1186,1822,9106,4,280,57,AgeUnk,SPUL
01/01/2022,EE,8898,665,3795,33,881,5,AgeUnk,SRCVB
01/01/2022,EE,1494,134,9919,74,254,42,AgeUnk,WUCNBG
01/01/2022,EE,574,6962,7836,28,701,47,AgeUnk,CNBG
01/01/2022,EE,9661,7035,1632,27,461,25,AgeUnk,UNK
01/01/2022,EE,8154,8558,9461,12,175,16,AgeUnk,ZFUZ
01/01/2022,EE,6230,8733,595,28,369,47,1_Age<60,AZ
01/01/2022,EE,7684,2464,9599,95,65,70,1_Age<60,BECNBG
01/01/2022,EE,18,5266,6632,24,10,28,1_Age<60,BHACOV
01/01/2022,EE,8768,7895,1509,43,936,88,1_Age<60,CHU
01/01/2022,EE,9299,5870,2273,58,154,56,1_Age<60,COM
01/01/2022,EE,7132,7956,3233,87,928,44,1_Age<60,CVAC
01/01/2022,EE,2133,5654,9479,34,146,45,1_Age<60,JANSS
01/01/2022,EE,7697,6261,2977,93,297,18,1_Age<60,HAYATVAC
01/01/2022,EE,5865,7935,8305,59,300,26,1_Age<60,MOD
01/01/2022,EE,8114,3045,6358,20,530,75,1_Age<60,NVX
01/01/2022,EE,8568,1416,454,19,210,34,1_Age<60,NVXD
01/01/2022,EE,8156,5511,6883,30,426,36,1_Age<60,QAZVAQ
01/01/2022,EE,9396,1611,5977,94,2,41,1_Age<60,SGSK
01/01/2022,EE,1763,905,5890,18,539,0,1_Age<60,SIICOV
01/01/2022,EE,4856,6963,3473,11,467,12,1_Age<60,SIN
01/01/2022,EE,8223,9501,3374,26,134,40,1_Age<60,SPU
01/01/2022,EE,3878,150,5837,57,353,47,1_Age<60,SPUL
01/01/2022,EE,8968,6582,8089,90,806,61,1_Age<60,SRCVB
01/01/2022,EE,4881,820,3002,35,621,50,1_Age<60,WUCNBG
01/01/2022,EE,9566,9841,534,10,917,3,1_Age<60,CNBG
01/01/2022,EE,891,8351,8376,30,662,51,1_Age<60,UNK
01/01/2022,EE,6618,140,6149,61,895,69,1_Age<60,ZFUZ
01/01/2022,EE,3327,9794,2286,85,750,56,1_Age60+,AZ
01/01/2022,EE,1120,1559,4752,9,868,33,1_Age60+,BECNBG
01/01/2022,EE,1960,8747,2035,77,463,66,1_Age60+,BHACOV
01/01/2022,EE,7748,8789,5564,13,946,27,1_Age60+,CHU
01/01/2022,EE,907,1742,8117,23,820,17,1_Age60+,COM
01/01/2022,EE,852,5380,4295,3,124,49,1_Age60+,CVAC
01/01/2022,EE,3089,3832,2490,3,502,73,1_Age60+,JANSS
01/01/2022,EE,1142,9467,3056,13,272,41,1_Age60+,HAYATVAC
01/01/2022,EE,1080,6535,9327,89,589,15,1_Age60+,MOD
01/01/2022,EE,861,3581,4084,29,500,17,1_Age60+,NVX
01/01/2022,EE,4522,5681,1056,44,141,65,1_Age60+,NVXD
01/01/2022,EE,8690,4214,123,21,266,69,1_Age60+,QAZVAQ
01/01/2022,EE,2393,9277,788,93,683,40,1_Age60+,SGSK
01/01/2022,EE,5682,1450,3616,61,286,14,1_Age60+,SIICOV
01/01/2022,EE,9604,5507,4013,57,801,70,1_Age60+,SIN
01/01/2022,EE,3799,8128,6508,3,281,95,1_Age60+,SPU
01/01/2022,EE,3160,8295,3141,90,913,83,1_Age60+,SPUL
01/01/2022,EE,4713,2876,2787,3,91,3,1_Age60+,SRCVB
01/01/2022,EE,815,3786,682,82,521,70,1_Age60+,WUCNBG
01/01/2022,EE,1896,8020,5507,44,692,49,1_Age60+,CNBG
01/01/2022,EE,9230,9003,1028,97,222,31,1_Age60+,UNK
01/01/2022,EE,6959,3315,3316,84,558,87,1_Age60+,ZFUZ
01/01/2022,UY,8675,4187,2368,32,842,82,ALL,AZ
01/01/2022,UY,4521,9312,151,53,761,88,ALL,BECNBG
01/01/2022,UY,8680,8641,9035,31,609,52,ALL,BHACOV
01/01/2022,UY,2985,8609,4875,56,131,76,ALL,CHU
01/01/2022,UY,3198,2620,6274,99,801,99,ALL,COM
01/01/2022,UY,1673,9059,5640,67,748,54,ALL,CVAC
01/01/2022,UY,8778,499,4941,55,92,13,ALL,JANSS
01/01/2022,UY,625,8209,5141,81,945,4,ALL,HAYATVAC
01/01/2022,UY,4398,4911,4604,48,125,30,ALL,MOD
01/01/2022,UY,2012,2748,5959,0,723,78,ALL,NVX
01/01/2022,UY,6533,1414,1659,24,150,65,ALL,NVXD
01/01/2022,UY,3992,6096,5163,15,929,36,ALL,QAZVAQ
01/01/2022,UY,7467,4922,6716,94,476,2,ALL,SGSK
01/01/2022,UY,1212,1093,462,79,170,54,ALL,SIICOV
01/01/2022,UY,5709,2721,4343,96,40,5,ALL,SIN
