year_week_iso,reporting_country,num_doses_recv,num_doses_exported,first_dose,first_dose_refused,second_dose,unknown_dose,target_group,vaccine
01/01/2022,KR,6063,4070,5461,39,595,62,HCW,SIN
01/01/2022,KR,3740,3128,5247,24,669,10,HCW,SPU
01/01/2022,KR,2092,4008,8912,80,315,42,HCW,SPUL
01/01/2022,KR,5068,9251,6144,71,841,24,HCW,SRCVB
01/01/2022,KR,8238,5087,5050,32,571,67,HCW,WUCNBG
01/01/2022,KR,3631,2424,1614,70,752,77,HCW,CNBG
01/01/2022,KR,1209,2387,723,93,510,82,HCW,UNK
01/01/2022,KR,693,3080,2238,11,502,94,HCW,ZFUZ
01/01/2022,KR,4352,8896,2226,27,359,0,LTCF,AZ
01/01/2022,KR,7552,6336,8181,34,977,40,LTCF,BECNBG
01/01/2022,KR,8661,3564,1047,6,238,53,LTCF,BHACOV
01/01/2022,KR,1228,8157,1197,80,917,55,LTCF,CHU
01/01/2022,KR,298,3401,3675,32,610,47,LTCF,COM
01/01/2022,KR,6252,9479,2635,15,14,97,LTCF,CVAC
01/01/2022,KR,5560,5476,6320,58,42,22,LTCF,JANSS
01/01/2022,KR,3689,6908,950,100,598,83,LTCF,HAYATVAC
01/01/2022,KR,3818,5847,9410,10,539,19,LTCF,MOD
01/01/2022,KR,653,3834,2349,41,19,27,LTCF,NVX
01/01/2022,KR,9618,8800,1033,86,49,36,LTCF,NVXD
01/01/2022,KR,8237,1512,7292,77,432,78,LTCF,QAZVAQ
01/01/2022,KR,8298,6901,6135,78,525,3,LTCF,SGSK
01/01/2022,KR,4335,5261,6459,38,279,29,LTCF,SIICOV
01/01/2022,KR,9150,8410,571,93,945,59,LTCF,SIN
01/01/2022,KR,7075,7703,620,41,804,71,LTCF,SPU
01/01/2022,KR,9064,3466,3561,43,906,30,LTCF,SPUL
01/01/2022,KR,2227,4444,8949,46,813,65,LTCF,SRCVB
01/01/2022,KR,6635,5666,8645,25,667,53,LTCF,WUCNBG
01/01/2022,KR,66,253,267,40,832,18,LTCF,CNBG
01/01/2022,KR,4136,667,5740,44,273,24,LTCF,UNK
01/01/2022,KR,5170,9295,3289,83,19,81,LTCF,ZFUZ
01/01/2022,KR,3937,8982,7887,7,565,39,Age0_4,AZ
01/01/2022,KR,3126,8375,3410,18,192,60,Age0_4,BECNBG
01/01/2022,KR,3421,7327,552,45,254,81,Age0_4,BHACOV
01/01/2022,KR,6007,3426,14,65,578,37,Age0_4,CHU
01/01/2022,KR,4094,6539,2363,37,419,60,Age0_4,COM
01/01/2022,KR,6311,7017,3297,45,118,50,Age0_4,CVAC
01/01/2022,KR,4507,4928,5810,57,419,27,Age0_4,JANSS
01/01/2022,KR,2860,2034,5254,82,373,19,Age0_4,HAYATVAC
01/01/2022,KR,25,9552,7459,35,412,69,Age0_4,MOD
01/01/2022,KR,3185,5799,4878,54,39,35,Age0_4,NVX
01/01/2022,KR,9354,9797,5688,85,514,92,Age0_4,NVXD
01/01/2022,KR,9076,2740,3163,54,634,91,Age0_4,QAZVAQ
01/01/2022,KR,4998,3181,9282,16,744,55,Age0_4,SGSK
01/01/2022,KR,3157,8877,8388,61,586,92,Age0_4,SIICOV
01/01/2022,KR,1921,4380,9384,0,926,81,Age0_4,SIN
01/01/2022,KR,9256,6541,8218,62,686,23,Age0_4,SPU
01/01/2022,KR,254,132,6008,64,876,65,Age0_4,SPUL
01/01/2022,KR,4461,4332,1656,66,560,18,Age0_4,SRCVB
01/01/2022,KR,5622,7511,464,0,573,32,Age0_4,WUCNBG
01/01/2022,KR,3643,9661,1541,40,543,97,Age0_4,CNBG
01/01/2022,KR,3817,6050,1288,79,484,11,Age0_4,UNK
01/01/2022,KR,300,3868,7941,3,570,70,Age0_4,ZFUZ
01/01/2022,KR,3685,9787,9400,59,182,16,Age5_9,AZ
01/01/2022,KR,94,8024,2391,3,559,90,Age5_9,BECNBG
01/01/2022,KR,3428,1765,677,97,782,27,Age5_9,BHACOV
01/01/2022,KR,1252,1835,8045,76,320,21,Age5_9,CHU
01/01/2022,KR,1837,2705,1708,86,642,40,Age5_9,COM
01/01/2022,KR,4612,9170,5736,57,789,62,Age5_9,CVAC
01/01/2022,KR,8437,1261,1935,27,92,93,Age5_9,JANSS
01/01/2022,KR,1372,5170,3985,55,12,62,Age5_9,HAYATVAC
01/01/2022,KR,6287,1558,3745,61,345,7,Age5_9,MOD
01/01/2022,KR,9515,6596,7228,6,678,52,Age5_9,NVX
01/01/2022,KR,1868,541,11,16,992,51,Age5_9,NVXD
01/01/2022,KR,5483,7444,2608,27,270,98,Age5_9,QAZVAQ
01/01/2022,KR,4919,8363,821,69,340,46,Age5_9,SGSK
01/01/2022,KR,6257,8102,699,23,454,96,Age5_9,SIICOV
01/01/2022,KR,1640,4664,7483,9,196,75,Age5_9,SIN
01/01/2022,KR,6483,4207,4736,48,71,54,Age5_9,SPU
01/01/2022,KR,9915,1549,4348,71,165,79,Age5_9,SPUL
01/01/2022,KR,5825,232,9144,43,656,80,Age5_9,SRCVB
01/01/2022,KR,396,411,6905,18,17,24,Age5_9,WUCNBG
01/01/2022,KR,2368,3390,5688,33,681,31,Age5_9,CNBG
01/01/2022,KR,4278,9939,7098,100,72,27,Age5_9,UNK
01/01/2022,KR,3491,3252,706,4,242,35,Age5_9,ZFUZ
01/01/2022,KR,2529,4331,4554,14,534,56,Age10_14,AZ
01/01/2022,KR,5945,3060,6899,24,657,48,Age10_14,BECNBG
01/01/2022,KR,6970,9375,3919,12,216,84,Age10_14,BHACOV
01/01/2022,KR,7113,7377,8786,72,246,47,Age10_14,CHU
01/01/2022,KR,961,7201,7811,22,53,32,Age10_14,COM
01/01/2022,KR,5963,5716,712,42,65,53,Age10_14,CVAC
01/01/2022,KR,1180,7774,5708,12,336,41,Age10_14,JANSS
01/01/2022,KR,3412,2991,2009,42,926,58,Age10_14,HAYATVAC
01/01/2022,KR,4630,5921,2196,23,877,71,Age10_14,MOD
01/01/2022,KR,5615,7064,9319,89,928,37,Age10_14,NVX
01/01/2022,KR,9651,436,7704,37,477,25,Age10_14,NVXD
01/01/2022,KR,6949,5071,4851,65,952,42,Age10_14,QAZVAQ
01/01/2022,KR,6763,8800,192,87,361,35,Age10_14,SGSK
01/01/2022,KR,7074,7519,3218,51,106,99,Age10_14,SIICOV
01/01/2022,KR,6627,5920,5979,82,29,99,Age10_14,SIN
01/01/2022,KR,5053,8578,2796,75,381,31,Age10_14,SPU
01/01/2022,KR,9100,4606,7061,20,102,29,Age10_14,SPUL
01/01/2022,KR,8429,1602,1371,49,355,43,Age10_14,SRCVB
01/01/2022,KR,4721,5512,4921,28,577,61,Age10_14,WUCNBG
01/01/2022,KR,2449,3346,3955,2,856,91,Age10_14,CNBG
01/01/2022,KR,355,4235,405,38,241,56,Age10_14,UNK
01/01/2022,KR,3341,8048,755,84,884,4,Age10_14,ZFUZ
01/01/2022,KR,619,9356,1400,14,813,23,Age15_17,AZ
01/01/2022,KR,1304,6333,7247,37,460,63,Age15_17,BECNBG
01/01/2022,KR,528,3253,328,50,809,41,Age15_17,BHACOV
01/01/2022,KR,9021,7302,7615,4,343,93,Age15_17,CHU
01/01/2022,KR,63,2865,1073,14,812,83,Age15_17,COM
01/01/2022,KR,5755,9648,6399,34,129,20,Age15_17,CVAC
01/01/2022,KR,5434,9149,5596,56,150,9,Age15_17,JANSS
01/01/2022,KR,8231,114,2503,93,26,32,Age15_17,HAYATVAC
01/01/2022,KR,2562,5028,221,96,131,36,Age15_17,MOD
01/01/2022,KR,6222,1951,9230,90,256,61,Age15_17,NVX
01/01/2022,KR,4432,1561,1085,29,363,65,Age15_17,NVXD
01/01/2022,KR,7500,4565,2158,36,376,95,Age15_17,QAZVAQ
01/01/2022,KR,7073,1120,1517,89,773,56,Age15_17,SGSK
01/01/2022,KR,6784,8038,4131,86,654,29,Age15_17,SIICOV
01/01/2022,KR,7280,2140,4259,94,450,79,Age15_17,SIN
01/01/2022,KR,9877,7314,9219,92,419,14,Age15_17,SPU
01/01/2022,KR,496,8196,4884,18,820,70,Age15_17,SPUL
01/01/2022,KR,6483,9517,5708,7,944,48,Age15_17,SRCVB
01/01/2022,KR,2570,6335,121,45,703,82,Age15_17,WUCNBG
01/01/2022,KR,2379,1686,6151,58,863,46,Age15_17,CNBG
01/01/2022,KR,5622,3453,4460,89,290,41,Age15_17,UNK
01/01/2022,KR,4271,2478,5946,75,616,74,Age15_17,ZFUZ
01/01/2022,KR,340,5697,6242,87,660,77,Age18_24,AZ
01/01/2022,KR,7024,3545,5363,0,603,86,Age18_24,BECNBG
01/01/2022,KR,2522,7833,5137,59,447,36,Age18_24,BHACOV
01/01/2022,KR,2293,1758,5010,17,509,56,Age18_24,CHU
01/01/2022,KR,5036,909,9774,10,394,37,Age18_24,COM
01/01/2022,KR,9554,8458,1811,29,93,14,Age18_24,CVAC
01/01/2022,KR,8676,9968,606,8,314,43,Age18_24,JANSS
01/01/2022,KR,9069,5679,8454,93,660,0,Age18_24,HAYATVAC
01/01/2022,KR,876,5032,6442,36,913,50,Age18_24,MOD
01/01/2022,KR,5694,109,2847,19,733,70,Age18_24,NVX
01/01/2022,KR,9634,3452,9355,42,262,27,Age18_24,NVXD
01/01/2022,KR,1213,2611,8113,78,485,99,Age18_24,QAZVAQ
01/01/2022,KR,3314,9556,6062,22,106,48,Age18_24,SGSK
01/01/2022,KR,5205,9830,21,2,40,62,Age18_24,SIICOV
01/01/2022,KR,4526,4700,7821,91,653,4,Age18_24,SIN
01/01/2022,KR,2428,627,1139,60,106,81,Age18_24,SPU
01/01/2022,KR,4526,8227,2854,93,493,58,Age18_24,SPUL
01/01/2022,KR,9700,71,4232,100,933,68,Age18_24,SRCVB
01/01/2022,KR,2352,2796,6547,28,25,14,Age18_24,WUCNBG
01/01/2022,KR,1094,6845,2771,2,215,76,Age18_24,CNBG
01/01/2022,KR,1751,6405,262,25,483,57,Age18_24,UNK
01/01/2022,KR,6628,9407,2921,13,216,42,Age18_24,ZFUZ
01/01/2022,KR,2509,1098,7681,0,983,35,Age25_49,AZ
01/01/2022,KR,7157,3555,3596,52,987,24,Age25_49,BECNBG
01/01/2022,KR,3880,6213,9554,75,983,73,Age25_49,BHACOV
01/01/2022,KR,2085,90,747,64,183,96,Age25_49,CHU
01/01/2022,KR,9905,8560,290,58,110,23,Age25_49,COM
01/01/2022,KR,2497,5592,3764,55,923,76,Age25_49,CVAC
01/01/2022,KR,758,3715,9963,72,84,48,Age25_49,JANSS
01/01/2022,KR,6599,293,8985,28,414,51,Age25_49,HAYATVAC
01/01/2022,KR,9684,5423,462,74,917,66,Age25_49,MOD
01/01/2022,KR,2510,8542,869,29,349,69,Age25_49,NVX
01/01/2022,KR,9463,1887,7758,63,206,8,Age25_49,NVXD
01/01/2022,KR,2191,7676,5139,45,493,63,Age25_49,QAZVAQ
01/01/2022,KR,2344,7220,2896,28,643,37,Age25_49,SGSK
01/01/2022,KR,1235,8242,8433,53,260,57,Age25_49,SIICOV
01/01/2022,KR,2205,7003,1846,43,75,83,Age25_49,SIN
01/01/2022,KR,1421,7509,3627,6,456,99,Age25_49,SPU
01/01/2022,KR,4383,2566,2748,18,601,87,Age25_49,SPUL
01/01/2022,KR,8360,1129,9363,15,687,33,Age25_49,SRCVB
01/01/2022,KR,1751,805,9287,76,421,52,Age25_49,WUCNBG
01/01/2022,KR,6911,2447,1541,37,224,72,Age25_49,CNBG
01/01/2022,KR,5749,5675,1688,25,414,18,Age25_49,UNK
01/01/2022,KR,9853,5331,191,87,58,82,Age25_49,ZFUZ
01/01/2022,KR,5195,7497,5683,20,729,49,Age50_59,AZ
01/01/2022,KR,97,9866,2837,26,764,90,Age50_59,BECNBG
01/01/2022,KR,8262,3465,863,9,319,33,Age50_59,BHACOV
01/01/2022,KR,5827,2812,6019,66,867,33,Age50_59,CHU
01/01/2022,KR,5187,9280,2148,55,719,49,Age50_59,COM
01/01/2022,KR,4182,4552,3788,52,417,0,Age50_59,CVAC
01/01/2022,KR,5696,1506,8034,11,458,62,Age50_59,JANSS
01/01/2022,KR,1061,3246,46,86,831,49,Age50_59,HAYATVAC
01/01/2022,KR,3155,4467,8596,93,180,50,Age50_59,MOD
01/01/2022,KR,9282,8233,4015,2,468,61,Age50_59,NVX
01/01/2022,KR,5699,8487,2304,28,139,78,Age50_59,NVXD
01/01/2022,KR,8759,4571,1250,10,966,49,Age50_59,QAZVAQ
01/01/2022,KR,5672,1613,8847,32,514,62,Age50_59,SGSK
01/01/2022,KR,1486,903,2883,47,566,70,Age50_59,SIICOV
01/01/2022,KR,5710,6480,2640,50,221,77,Age50_59,SIN
01/01/2022,KR,217,5442,9731,95,683,25,Age50_59,SPU
01/01/2022,KR,9222,7162,2136,18,769,76,Age50_59,SPUL
01/01/2022,KR,4549,2942,9204,93,404,78,Age50_59,SRCVB
01/01/2022,KR,4628,9880,7421,5,756,9,Age50_59,WUCNBG
01/01/2022,KR,5196,8314,5059,79,188,3,Age50_59,CNBG
01/01/2022,KR,9399,4919,7070,67,386,30,Age50_59,UNK
01/01/2022,KR,3083,5094,3212,90,330,17,Age50_59,ZFUZ
01/01/2022,KR,3702,9181,9016,87,112,35,Age60_69,AZ
01/01/2022,KR,2423,1729,7023,51,44,75,Age60_69,BECNBG
01/01/2022,KR,2927,3693,1382,39,714,1,Age60_69,BHACOV
01/01/2022,KR,4484,2157,1282,18,787,72,Age60_69,CHU
01/01/2022,KR,1301,5833,211,16,601,27,Age60_69,COM
01/01/2022,KR,1269,423,7949,31,869,89,Age60_69,CVAC
01/01/2022,KR,3810,6283,7842,98,111,97,Age60_69,JANSS
01/01/2022,KR,1400,8804,8358,63,670,68,Age60_69,HAYATVAC
01/01/2022,KR,1454,3327,3839,54,346,1,Age60_69,MOD
01/01/2022,KR,938,1725,6377,80,208,57,Age60_69,NVX
01/01/2022,KR,7599,17,4826,6,245,29,Age60_69,NVXD
01/01/2022,KR,2747,4369,9011,83,17,16,Age60_69,QAZVAQ
01/01/2022,KR,4289,6517,5282,48,745,73,Age60_69,SGSK
01/01/2022,KR,7806,4208,6815,14,866,26,Age60_69,SIICOV
01/01/2022,KR,7748,8985,1398,10,730,87,Age60_69,SIN
01/01/2022,KR,598,3954,3189,1,961,4,Age60_69,SPU
01/01/2022,KR,8925,9754,6075,12,776,62,Age60_69,SPUL
01/01/2022,KR,853,3243,4025,31,502,24,Age60_69,SRCVB
01/01/2022,KR,801,7800,2199,10,691,60,Age60_69,WUCNBG
01/01/2022,KR,1995,3627,8332,53,523,55,Age60_69,CNBG
01/01/2022,KR,4179,2924,184,19,741,44,Age60_69,UNK
01/01/2022,KR,2846,6577,332,34,523,22,Age60_69,ZFUZ
01/01/2022,KR,596,5402,8634,75,860,36,Age70_79,AZ
01/01/2022,KR,3489,3772,8545,68,656,66,Age70_79,BECNBG
01/01/2022,KR,7130,3352,4491,15,772,83,Age70_79,BHACOV
01/01/2022,KR,1431,3195,1702,21,321,89,Age70_79,CHU
01/01/2022,KR,8390,2012,7737,13,349,37,Age70_79,COM
01/01/2022,KR,779,1914,2014,47,899,32,Age70_79,CVAC
01/01/2022,KR,7717,276,682,80,153,61,Age70_79,JANSS
01/01/2022,KR,4260,7513,685,75,91,87,Age70_79,HAYATVAC
01/01/2022,KR,2942,2197,7610,49,395,64,Age70_79,MOD
01/01/2022,KR,213,1980,6270,93,35,22,Age70_79,NVX
01/01/2022,KR,9313,51,3573,9,598,82,Age70_79,NVXD
01/01/2022,KR,3735,6703,1104,20,184,34,Age70_79,QAZVAQ
01/01/2022,KR,7313,4104,3573,88,509,96,Age70_79,SGSK
01/01/2022,KR,8864,7998,1864,62,325,44,Age70_79,SIICOV
01/01/2022,KR,3803,3286,9977,53,685,30,Age70_79,SIN
01/01/2022,KR,6218,8655,7059,17,365,62,Age70_79,SPU
01/01/2022,KR,5643,3180,8398,54,910,45,Age70_79,SPUL
01/01/2022,KR,3763,4343,8344,9,228,75,Age70_79,SRCVB
01/01/2022,KR,2052,477,3174,80,125,83,Age70_79,WUCNBG
01/01/2022,KR,8844,6861,2411,97,174,64,Age70_79,CNBG
01/01/2022,KR,1173,292,4509,79,392,99,Age70_79,UNK
01/01/2022,KR,4340,6393,7151,94,698,97,Age70_79,ZFUZ
01/01/2022,KR,5580,3016,1093,23,839,61,Age80+,AZ
01/01/2022,KR,2934,5500,9755,53,495,7,Age80+,BECNBG
01/01/2022,KR,5804,4263,9666,17,58,16,Age80+,BHACOV
01/01/2022,KR,3484,1114,1367,15,360,28,Age80+,CHU
01/01/2022,KR,7187,1269,9560,78,338,13,Age80+,COM
01/01/2022,KR,7299,6479,1671,62,930,1,Age80+,CVAC
01/01/2022,KR,3556,6762,4660,19,232,29,Age80+,JANSS
01/01/2022,KR,2776,1629,1834,96,230,31,Age80+,HAYATVAC
01/01/2022,KR,85,7320,7933,11,1,21,Age80+,MOD
01/01/2022,KR,2414,3263,5305,14,719,37,Age80+,NVX
01/01/2022,KR,9198,4571,5595,66,699,35,Age80+,NVXD
01/01/2022,KR,3591,7821,8274,34,778,18,Age80+,QAZVAQ
01/01/2022,KR,9784,6439,7925,70,289,14,Age80+,SGSK
01/01/2022,KR,2234,2836,991,54,496,64,Age80+,SIICOV
01/01/2022,KR,1048,5974,2277,63,722,98,Age80+,SIN
01/01/2022,KR,7885,2386,768,42,747,92,Age80+,SPU
01/01/2022,KR,3249,6887,7123,85,59,82,Age80+,SPUL
01/01/2022,KR,878,4955,6044,63,231,88,Age80+,SRCVB
01/01/2022,KR,2563,8733,3208,93,606,81,Age80+,WUCNBG
01/01/2022,KR,9791,8196,7301,14,702,72,Age80+,CNBG
01/01/2022,KR,4455,8629,6779,2,456,30,Age80+,UNK
01/01/2022,KR,5357,6303,7899,16,575,81,Age80+,ZFUZ
01/01/2022,KR,9981,9831,7350,65,251,13,AgeUnk,AZ
01/01/2022,KR,4064,5254,238,88,352,10,AgeUnk,BECNBG
01/01/2022,KR,54,7500,3053,13,92,86,AgeUnk,BHACOV
01/01/2022,KR,4428,4132,5682,73,924,96,AgeUnk,CHU
01/01/2022,KR,2971,8640,3832,45,980,83,AgeUnk,COM
01/01/2022,KR,1082,7333,7932,83,156,37,AgeUnk,CVAC
01/01/2022,KR,3815,5912,3809,39,880,39,AgeUnk,JANSS
01/01/2022,KR,6652,9737,9473,82,405,47,AgeUnk,HAYATVAC
01/01/2022,KR,2185,3456,9497,50,282,49,AgeUnk,MOD
01/01/2022,KR,4178,2652,5212,46,51,84,AgeUnk,NVX
01/01/2022,KR,5035,4902,3586,51,641,99,AgeUnk,NVXD
01/01/2022,KR,8614,7150,9510,20,645,19,AgeUnk,QAZVAQ
01/01/2022,KR,7402,132,7815,16,443,28,AgeUnk,SGSK
01/01/2022,KR,6765,2495,6398,70,458,25,AgeUnk,SIICOV
01/01/2022,KR,1853,1781,3251,49,458,39,AgeUnk,SIN
01/01/2022,KR,6753,3651,9500,51,73,37,AgeUnk,SPU
01/01/2022,KR,1747,4615,6204,8,616,29,AgeUnk,SPUL
01/01/2022,KR,4379,5572,2392,8,396,53,AgeUnk,SRCVB
01/01/2022,KR,6142,5809,7903,71,226,35,AgeUnk,WUCNBG
01/01/2022,KR,9626,1663,3363,25,253,19,AgeUnk,CNBG
01/01/2022,KR,8220,2202,6304,33,300,99,AgeUnk,UNK
01/01/2022,KR,8820,847,7180,91,55,93,AgeUnk,ZFUZ
01/01/2022,KR,8932,3754,9689,45,856,69,1_Age<60,AZ
01/01/2022,KR,8832,499,4104,88,228,63,1_Age<60,BECNBG
01/01/2022,KR,299,969,2948,88,526,39,1_Age<60,BHACOV
01/01/2022,KR,2606,8156,6499,42,431,14,1_Age<60,CHU
01/01/2022,KR,3369,6784,8531,33,961,92,1_Age<60,COM
01/01/2022,KR,8438,6852,850,19,941,2,1_Age<60,CVAC
01/01/2022,KR,5197,1532,7348,65,368,54,1_Age<60,JANSS
01/01/2022,KR,2672,5658,4955,81,841,5,1_Age<60,HAYATVAC
01/01/2022,KR,9140,7341,8970,61,674,53,1_Age<60,MOD
01/01/2022,KR,3238,3283,1633,44,55,62,1_Age<60,NVX
01/01/2022,KR,5878,7737,4156,23,213,66,1_Age<60,NVXD
01/01/2022,KR,5405,429,6733,5,343,5,1_Age<60,QAZVAQ
01/01/2022,KR,2046,4552,3414,29,99,8,1_Age<60,SGSK
01/01/2022,KR,9763,390,8747,98,336,9,1_Age<60,SIICOV
01/01/2022,KR,4175,5369,9606,10,193,41,1_Age<60,SIN
01/01/2022,KR,6881,228,6311,99,235,35,1_Age<60,SPU
01/01/2022,KR,557,2634,5007,38,685,58,1_Age<60,SPUL
01/01/2022,KR,880,132,7704,34,893,14,1_Age<60,SRCVB
01/01/2022,KR,4768,2525,3127,43,387,95,1_Age<60,WUCNBG
01/01/2022,KR,7756,1210,3448,31,702,92,1_Age<60,CNBG
01/01/2022,KR,9939,7222,4531,20,177,59,1_Age<60,UNK
01/01/2022,KR,9346,4181,5912,15,229,14,1_Age<60,ZFUZ
01/01/2022,KR,4128,1900,2133,47,983,82,1_Age60+,AZ
01/01/2022,KR,4483,996,6872,33,944,8,1_Age60+,BECNBG
01/01/2022,KR,192,7170,6571,40,67,96,1_Age60+,BHACOV
01/01/2022,KR,1761,4623,8722,90,824,42,1_Age60+,CHU
01/01/2022,KR,8756,7800,9619,42,922,88,1_Age60+,COM
01/01/2022,KR,5650,2338,9470,32,37,25,1_Age60+,CVAC
01/01/2022,KR,9439,9856,522,46,510,88,1_Age60+,JANSS
01/01/2022,KR,9247,2776,2862,66,650,76,1_Age60+,HAYATVAC
01/01/2022,KR,588,9433,984,64,525,6,1_Age60+,MOD
01/01/2022,KR,2711,5790,6750,69,75,75,1_Age60+,NVX
01/01/2022,KR,6894,712,6738,52,41,16,1_Age60+,NVXD
01/01/2022,KR,507,6248,5315,3,931,36,1_Age60+,QAZVAQ
01/01/2022,KR,7408,7554,6675,29,50,72,1_Age60+,SGSK
01/01/2022,KR,7201,4243,5494,35,447,92,1_Age60+,SIICOV
01/01/2022,KR,2665,8330,1291,38,589,4,1_Age60+,SIN
01/01/2022,KR,7875,8598,2181,1,439,23,1_Age60+,SPU
01/01/2022,KR,6099,625,5863,7,941,12,1_Age60+,SPUL
01/01/2022,KR,5375,7741,7968,8,280,35,1_Age60+,SRCVB
01/01/2022,KR,7685,5092,7454,42,239,22,1_Age60+,WUCNBG
01/01/2022,KR,2599,2605,9871,36,721,49,1_Age60+,CNBG
01/01/2022,KR,434,1240,258,91,591,7,1_Age60+,UNK
01/01/2022,KR,8081,1962,2156,73,721,82,1_Age60+,ZFUZ
01/01/2022,CX,5509,4089,8788,89,338,34,ALL,AZ
01/01/2022,CX,9315,3163,4369,70,418,45,ALL,BECNBG
01/01/2022,CX,3760,6486,7827,14,967,99,ALL,BHACOV
01/01/2022,CX,4590,8937,2434,27,784,52,ALL,CHU
01/01/2022,CX,7386,7780,5913,22,274,27,ALL,COM
01/01/2022,CX,2928,4984,4680,15,356,16,ALL,CVAC
01/01/2022,CX,5158,2441,5593,46,613,84,ALL,JANSS
01/01/2022,CX,9958,3999,4448,61,75,87,ALL,HAYATVAC
01/01/2022,CX,8046,5235,710,53,924,5,ALL,MOD
01/01/2022,CX,4697,4559,1888,57,463,77,ALL,NVX
01/01/2022,CX,873,145,9897,7,100,63,ALL,NVXD
01/01/2022,CX,353,5953,6473,46,798,3,ALL,QAZVAQ
01/01/2022,CX,8742,8736,8828,52,150,6,ALL,SGSK
01/01/2022,CX,95,3673,6634,28,697,47,ALL,SIICOV
01/01/2022,CX,3676,6734,1983,7,17,44,ALL,SIN
01/01/2022,CX,9499,695,210,15,48,44,ALL,SPU
