date_rep,day,month,year,cases,deaths,geo_id
01/01/2022,01,01,2022,70929,12,CN
01/01/2022,01,01,2022,52641,69,CX
01/01/2022,01,01,2022,94854,20,CC
01/01/2022,01,01,2022,24753,42,CO
01/01/2022,01,01,2022,72158,23,KM
01/01/2022,01,01,2022,50143,17,CG
01/01/2022,01,01,2022,37246,54,CD
01/01/2022,01,01,2022,9697,75,CK
01/01/2022,01,01,2022,10072,64,CR
01/01/2022,01,01,2022,93296,59,CI
01/01/2022,01,01,2022,10543,46,CI
01/01/2022,01,01,2022,76596,18,HR
01/01/2022,01,01,2022,55841,5,CU
01/01/2022,01,01,2022,130,59,CY
01/01/2022,01,01,2022,4144,19,CZ
01/01/2022,01,01,2022,32989,78,DK
01/01/2022,01,01,2022,41844,46,DJ
01/01/2022,01,01,2022,72813,20,DM
01/01/2022,01,01,2022,88153,50,DO
01/01/2022,01,01,2022,12989,96,EC
01/01/2022,01,01,2022,92311,79,EG
01/01/2022,01,01,2022,67780,100,SV
01/01/2022,01,01,2022,79602,56,GQ
01/01/2022,01,01,2022,32333,99,ER
01/01/2022,01,01,2022,18084,62,EE
01/01/2022,01,01,2022,89923,98,ET
01/01/2022,01,01,2022,8382,10,FK
01/01/2022,01,01,2022,27050,33,FO
01/01/2022,01,01,2022,31645,17,FJ
01/01/2022,01,01,2022,94085,99,FI
01/01/2022,01,01,2022,45402,54,FR
01/01/2022,01,01,2022,76151,93,GF
01/01/2022,01,01,2022,83955,51,PF
01/01/2022,01,01,2022,39222,38,TF
01/01/2022,01,01,2022,32177,91,GA
01/01/2022,01,01,2022,37683,76,GM
01/01/2022,01,01,2022,56199,68,GE
01/01/2022,01,01,2022,9790,58,DE
01/01/2022,01,01,2022,41743,70,GH
01/01/2022,01,01,2022,53021,94,GI
01/01/2022,01,01,2022,91325,100,GR
01/01/2022,01,01,2022,17144,48,GL
01/01/2022,01,01,2022,42565,61,GD
01/01/2022,01,01,2022,44162,33,GP
01/01/2022,01,01,2022,93888,2,GU
01/01/2022,01,01,2022,72566,4,GT
01/01/2022,01,01,2022,38622,84,GG
01/01/2022,01,01,2022,8861,41,GN
01/01/2022,01,01,2022,14172,50,GW
01/01/2022,01,01,2022,45088,10,GY
01/01/2022,01,01,2022,66671,83,HT
01/01/2022,01,01,2022,19063,34,HM
01/01/2022,01,01,2022,41594,100,VA
01/01/2022,01,01,2022,27253,32,HN
01/01/2022,01,01,2022,54338,88,HK
01/01/2022,01,01,2022,10294,52,HU
01/01/2022,01,01,2022,51557,89,IS
01/01/2022,01,01,2022,32493,62,IN
01/01/2022,01,01,2022,74429,0,ID
01/01/2022,01,01,2022,98228,58,IR
01/01/2022,01,01,2022,76231,26,IQ
01/01/2022,01,01,2022,32085,48,IE
01/01/2022,01,01,2022,57268,59,IM
01/01/2022,01,01,2022,45456,76,IL
01/01/2022,01,01,2022,39666,30,IT
01/01/2022,01,01,2022,75131,85,JM
01/01/2022,01,01,2022,55979,30,JP
01/01/2022,01,01,2022,48055,18,JE
01/01/2022,01,01,2022,23870,54,JO
01/01/2022,01,01,2022,15167,25,KZ
01/01/2022,01,01,2022,54945,91,KE
01/01/2022,01,01,2022,37204,78,KI
01/01/2022,01,01,2022,30791,35,KP
01/01/2022,01,01,2022,22402,91,KR
01/01/2022,01,01,2022,92952,81,KR
01/01/2022,01,01,2022,12116,97,KW
01/01/2022,01,01,2022,92287,13,KG
01/01/2022,01,01,2022,44484,41,LA
01/01/2022,01,01,2022,62727,72,LV
01/01/2022,01,01,2022,72872,20,LB
01/01/2022,01,01,2022,88475,43,LS
01/01/2022,01,01,2022,69106,75,LR
01/01/2022,01,01,2022,37079,67,LY
01/01/2022,01,01,2022,21485,86,LY
01/01/2022,01,01,2022,26568,62,LI
01/01/2022,01,01,2022,41242,66,LT
01/01/2022,01,01,2022,363,55,LU
01/01/2022,01,01,2022,75096,72,MO
01/01/2022,01,01,2022,41705,53,MK
01/01/2022,01,01,2022,4557,66,MG
01/01/2022,01,01,2022,14754,6,MW
01/01/2022,01,01,2022,2190,24,MY
01/01/2022,01,01,2022,5194,91,MV
01/01/2022,01,01,2022,76773,57,ML
01/01/2022,01,01,2022,5352,55,MT
01/01/2022,01,01,2022,64492,98,MH
01/01/2022,01,01,2022,70858,4,MQ
01/01/2022,01,01,2022,84630,87,MR
01/01/2022,01,01,2022,75230,66,MU
01/01/2022,01,01,2022,54461,23,YT
01/01/2022,01,01,2022,44177,0,MX
01/01/2022,01,01,2022,19891,1,FM
01/01/2022,01,01,2022,14267,6,MD
01/01/2022,01,01,2022,54069,49,MC
01/01/2022,01,01,2022,21929,100,MN
01/01/2022,01,01,2022,45393,9,ME
01/01/2022,01,01,2022,901,92,MS
01/01/2022,01,01,2022,79721,81,MA
01/01/2022,01,01,2022,10880,19,MZ
01/01/2022,01,01,2022,57116,25,MM
01/01/2022,01,01,2022,70505,37,MM
01/01/2022,01,01,2022,9526,59,NA
01/01/2022,01,01,2022,98949,65,NR
01/01/2022,01,01,2022,43054,5,NP
01/01/2022,01,01,2022,28042,71,NL
01/01/2022,01,01,2022,67589,62,AN
01/01/2022,01,01,2022,97502,65,NC
01/01/2022,01,01,2022,83407,79,NZ
01/01/2022,01,01,2022,59067,66,NI
01/01/2022,01,01,2022,65867,43,NE
01/01/2022,01,01,2022,84942,58,NG
01/01/2022,01,01,2022,64943,48,NU
01/01/2022,01,01,2022,93995,80,NF
01/01/2022,01,01,2022,46151,2,MP
01/01/2022,01,01,2022,50940,44,NO
01/01/2022,01,01,2022,29128,54,OM
01/01/2022,01,01,2022,25675,99,PK
01/01/2022,01,01,2022,9635,23,PW
01/01/2022,01,01,2022,11700,31,PS
01/01/2022,01,01,2022,13620,84,PA
01/01/2022,01,01,2022,61841,99,PG
01/01/2022,01,01,2022,78244,77,PY
01/01/2022,01,01,2022,41956,15,PE
01/01/2022,01,01,2022,98273,97,PH
01/01/2022,01,01,2022,21326,78,PN
01/01/2022,01,01,2022,39277,56,PL
01/01/2022,01,01,2022,73845,16,PT
01/01/2022,01,01,2022,16814,58,PR
01/01/2022,01,01,2022,79232,13,QA
01/01/2022,01,01,2022,95782,82,RE
01/01/2022,01,01,2022,74999,76,RO
01/01/2022,01,01,2022,10842,97,RU
01/01/2022,01,01,2022,27044,86,RU
01/01/2022,01,01,2022,71883,66,RW
01/01/2022,01,01,2022,63187,12,SH
01/01/2022,01,01,2022,77127,88,KN
01/01/2022,01,01,2022,87640,94,LC
01/01/2022,01,01,2022,71017,71,PM
01/01/2022,01,01,2022,69408,17,VC
01/01/2022,01,01,2022,83651,25,VC
01/01/2022,01,01,2022,33991,74,VC
01/01/2022,01,01,2022,84722,17,WS
01/01/2022,01,01,2022,66100,24,SM
01/01/2022,01,01,2022,37544,96,ST
01/01/2022,01,01,2022,86560,41,SA
01/01/2022,01,01,2022,97278,25,SN
01/01/2022,01,01,2022,96171,5,RS
01/01/2022,01,01,2022,11192,91,SC
01/01/2022,01,01,2022,18677,78,SL
01/01/2022,01,01,2022,17681,66,SG
01/01/2022,01,01,2022,39729,97,SK
01/01/2022,01,01,2022,92667,43,SI
01/01/2022,01,01,2022,31278,21,SB
01/01/2022,01,01,2022,93786,12,SO
01/01/2022,01,01,2022,40032,45,ZA
01/01/2022,01,01,2022,926,47,GS
01/01/2022,01,01,2022,76,29,SS
01/01/2022,01,01,2022,34250,17,ES
01/01/2022,01,01,2022,66025,59,LK
01/01/2022,01,01,2022,5702,49,SD
01/01/2022,01,01,2022,4889,90,SR
01/01/2022,01,01,2022,69809,97,SJ
01/01/2022,01,01,2022,18826,31,SZ
01/01/2022,01,01,2022,74906,48,SE
01/01/2022,01,01,2022,78521,56,CH
01/01/2022,01,01,2022,71397,3,SY
01/01/2022,01,01,2022,8627,19,TW
01/01/2022,01,01,2022,94977,73,TW
01/01/2022,01,01,2022,62146,51,TJ
01/01/2022,01,01,2022,54049,100,TZ
01/01/2022,01,01,2022,23035,73,TH
01/01/2022,01,01,2022,15992,90,TL
01/01/2022,01,01,2022,87580,93,TG
01/01/2022,01,01,2022,23234,81,TK
01/01/2022,01,01,2022,39875,0,TO
01/01/2022,01,01,2022,39329,22,TT
01/01/2022,01,01,2022,30362,57,TN
01/01/2022,01,01,2022,60149,52,TR
01/01/2022,01,01,2022,12880,88,TM
01/01/2022,01,01,2022,4457,88,TC
01/01/2022,01,01,2022,77308,92,TV
01/01/2022,01,01,2022,37430,5,UG
01/01/2022,01,01,2022,26550,93,UA
01/01/2022,01,01,2022,19559,4,AE
01/01/2022,01,01,2022,43162,68,GB
01/01/2022,01,01,2022,39658,79,US
01/01/2022,01,01,2022,40498,88,UM
01/01/2022,01,01,2022,18281,8,UY
01/01/2022,01,01,2022,6994,13,UZ
01/01/2022,01,01,2022,26228,5,VU
01/01/2022,01,01,2022,33124,25,VE
01/01/2022,01,01,2022,87418,49,VE
01/01/2022,01,01,2022,52425,23,VN
01/01/2022,01,01,2022,72278,97,VN
01/01/2022,01,01,2022,15038,66,VG
01/01/2022,01,01,2022,67195,91,VI
01/01/2022,01,01,2022,52389,37,WF
01/01/2022,01,01,2022,91742,63,EH
01/01/2022,01,01,2022,77847,98,YE
01/01/2022,01,01,2022,50031,79,ZM
01/01/2022,01,01,2022,52882,50,ZW
02/01/2022,02,01,2022,6694,91,AF
02/01/2022,02,01,2022,72512,95,AL
02/01/2022,02,01,2022,81071,0,DZ
02/01/2022,02,01,2022,45550,10,AS
02/01/2022,02,01,2022,34956,98,AD
02/01/2022,02,01,2022,53178,100,AO
02/01/2022,02,01,2022,16564,24,AI
02/01/2022,02,01,2022,67690,28,AQ
02/01/2022,02,01,2022,89027,22,AG
02/01/2022,02,01,2022,19010,81,AR
02/01/2022,02,01,2022,54752,32,AM
02/01/2022,02,01,2022,97228,20,AW
02/01/2022,02,01,2022,62913,8,AU
02/01/2022,02,01,2022,20392,3,AT
02/01/2022,02,01,2022,94389,76,AZ
02/01/2022,02,01,2022,28055,58,BS
02/01/2022,02,01,2022,58995,64,BH
02/01/2022,02,01,2022,22264,41,BD
02/01/2022,02,01,2022,54155,17,BB
02/01/2022,02,01,2022,36482,79,BY
02/01/2022,02,01,2022,57116,5,BE
02/01/2022,02,01,2022,70963,46,BZ
02/01/2022,02,01,2022,15244,55,BJ
02/01/2022,02,01,2022,94672,88,BM
02/01/2022,02,01,2022,70048,78,BT
02/01/2022,02,01,2022,88127,81,BO
02/01/2022,02,01,2022,76697,49,BA
02/01/2022,02,01,2022,14040,33,BW
02/01/2022,02,01,2022,77727,89,BV
02/01/2022,02,01,2022,32774,88,BR
02/01/2022,02,01,2022,53527,10,IO
02/01/2022,02,01,2022,92525,32,BN
02/01/2022,02,01,2022,71746,15,BN
02/01/2022,02,01,2022,92143,96,BG
02/01/2022,02,01,2022,28782,46,BF
02/01/2022,02,01,2022,8508,44,BI
02/01/2022,02,01,2022,95501,96,KH
02/01/2022,02,01,2022,55229,97,CM
02/01/2022,02,01,2022,82096,53,CA
02/01/2022,02,01,2022,3909,63,CV
02/01/2022,02,01,2022,61722,43,KY
02/01/2022,02,01,2022,10276,77,CF
02/01/2022,02,01,2022,32355,85,TD
02/01/2022,02,01,2022,50713,29,CL
02/01/2022,02,01,2022,46359,15,CN
02/01/2022,02,01,2022,42921,86,CX
02/01/2022,02,01,2022,89580,13,CC
02/01/2022,02,01,2022,45387,36,CO
02/01/2022,02,01,2022,21517,51,KM
02/01/2022,02,01,2022,52492,50,CG
02/01/2022,02,01,2022,38884,21,CD
02/01/2022,02,01,2022,20758,39,CK
02/01/2022,02,01,2022,24986,3,CR
02/01/2022,02,01,2022,23218,67,CI
02/01/2022,02,01,2022,6061,34,CI
02/01/2022,02,01,2022,87601,60,HR
02/01/2022,02,01,2022,3288,62,CU
02/01/2022,02,01,2022,34100,65,CY
02/01/2022,02,01,2022,34801,60,CZ
02/01/2022,02,01,2022,71979,11,DK
02/01/2022,02,01,2022,89726,45,DJ
02/01/2022,02,01,2022,14123,2,DM
02/01/2022,02,01,2022,35163,68,DO
02/01/2022,02,01,2022,86991,95,EC
02/01/2022,02,01,2022,62211,48,EG
02/01/2022,02,01,2022,94802,68,SV
02/01/2022,02,01,2022,75362,86,GQ
02/01/2022,02,01,2022,74877,8,ER
02/01/2022,02,01,2022,5760,45,EE
02/01/2022,02,01,2022,32274,67,ET
02/01/2022,02,01,2022,83545,56,FK
02/01/2022,02,01,2022,59828,7,FO
02/01/2022,02,01,2022,24400,55,FJ
02/01/2022,02,01,2022,13306,86,FI
02/01/2022,02,01,2022,58269,50,FR
02/01/2022,02,01,2022,10208,47,GF
02/01/2022,02,01,2022,53796,9,PF
02/01/2022,02,01,2022,81351,26,TF
02/01/2022,02,01,2022,86929,59,GA
02/01/2022,02,01,2022,60737,2,GM
02/01/2022,02,01,2022,36888,38,GE
02/01/2022,02,01,2022,40045,80,DE
02/01/2022,02,01,2022,56146,11,GH
02/01/2022,02,01,2022,8480,66,GI
02/01/2022,02,01,2022,2356,22,GR
02/01/2022,02,01,2022,12922,17,GL
02/01/2022,02,01,2022,50158,33,GD
02/01/2022,02,01,2022,73434,56,GP
02/01/2022,02,01,2022,96406,78,GU
02/01/2022,02,01,2022,6754,64,GT
02/01/2022,02,01,2022,39308,66,GG
02/01/2022,02,01,2022,64804,29,GN
02/01/2022,02,01,2022,29240,25,GW
02/01/2022,02,01,2022,23420,42,GY
02/01/2022,02,01,2022,76020,65,HT
02/01/2022,02,01,2022,74476,10,HM
02/01/2022,02,01,2022,64320,57,VA
02/01/2022,02,01,2022,65608,72,HN
02/01/2022,02,01,2022,99060,82,HK
02/01/2022,02,01,2022,19198,44,HU
02/01/2022,02,01,2022,96020,32,IS
02/01/2022,02,01,2022,24156,6,IN
02/01/2022,02,01,2022,75916,0,ID
02/01/2022,02,01,2022,93820,91,IR
02/01/2022,02,01,2022,16790,47,IQ
02/01/2022,02,01,2022,97943,14,IE
02/01/2022,02,01,2022,56701,35,IM
02/01/2022,02,01,2022,43681,99,IL
02/01/2022,02,01,2022,74919,66,IT
02/01/2022,02,01,2022,45722,23,JM
02/01/2022,02,01,2022,26914,82,JP
02/01/2022,02,01,2022,59794,30,JE
02/01/2022,02,01,2022,87358,25,JO
02/01/2022,02,01,2022,58282,79,KZ
02/01/2022,02,01,2022,67850,40,KE
02/01/2022,02,01,2022,48206,32,KI
02/01/2022,02,01,2022,41484,20,KP
02/01/2022,02,01,2022,49909,90,KR
02/01/2022,02,01,2022,82453,96,KR
02/01/2022,02,01,2022,53420,33,KW
02/01/2022,02,01,2022,22254,74,KG
02/01/2022,02,01,2022,14878,1,LA
02/01/2022,02,01,2022,24627,90,LV
02/01/2022,02,01,2022,63308,61,LB
02/01/2022,02,01,2022,66422,92,LS
02/01/2022,02,01,2022,38760,19,LR
02/01/2022,02,01,2022,93708,2,LY
02/01/2022,02,01,2022,2936,16,LY
02/01/2022,02,01,2022,48851,65,LI
02/01/2022,02,01,2022,35401,78,LT
02/01/2022,02,01,2022,22588,58,LU
02/01/2022,02,01,2022,70811,76,MO
02/01/2022,02,01,2022,59023,22,MK
02/01/2022,02,01,2022,72664,61,MG
02/01/2022,02,01,2022,81284,5,MW
02/01/2022,02,01,2022,36158,32,MY
02/01/2022,02,01,2022,38929,21,MV
02/01/2022,02,01,2022,97610,23,ML
02/01/2022,02,01,2022,62403,20,MT
02/01/2022,02,01,2022,52813,34,MH
02/01/2022,02,01,2022,41481,55,MQ
02/01/2022,02,01,2022,55608,33,MR
02/01/2022,02,01,2022,92505,96,MU
02/01/2022,02,01,2022,91471,86,YT
02/01/2022,02,01,2022,67473,50,MX
02/01/2022,02,01,2022,58086,51,FM
02/01/2022,02,01,2022,64199,44,MD
02/01/2022,02,01,2022,853,77,MC
02/01/2022,02,01,2022,68036,78,MN
02/01/2022,02,01,2022,22329,6,ME
02/01/2022,02,01,2022,61948,30,MS
02/01/2022,02,01,2022,29379,85,MA
02/01/2022,02,01,2022,54340,22,MZ
02/01/2022,02,01,2022,91224,90,MM
02/01/2022,02,01,2022,7489,8,MM
02/01/2022,02,01,2022,81623,49,NA
02/01/2022,02,01,2022,4431,2,NR
02/01/2022,02,01,2022,75643,36,NP
02/01/2022,02,01,2022,90691,79,NL
02/01/2022,02,01,2022,53146,11,AN
02/01/2022,02,01,2022,15453,98,NC
02/01/2022,02,01,2022,69177,71,NZ
02/01/2022,02,01,2022,43040,12,NI
02/01/2022,02,01,2022,81967,11,NE
02/01/2022,02,01,2022,33914,50,NG
02/01/2022,02,01,2022,99589,13,NU
02/01/2022,02,01,2022,42793,40,NF
02/01/2022,02,01,2022,21240,61,MP
02/01/2022,02,01,2022,66645,90,NO
02/01/2022,02,01,2022,50773,76,OM
02/01/2022,02,01,2022,9630,93,PK
02/01/2022,02,01,2022,59078,41,PW
02/01/2022,02,01,2022,90493,21,PS
02/01/2022,02,01,2022,60708,45,PA
02/01/2022,02,01,2022,36558,97,PG
02/01/2022,02,01,2022,12090,53,PY
02/01/2022,02,01,2022,10406,38,PE
02/01/2022,02,01,2022,65337,21,PH
02/01/2022,02,01,2022,94103,20,PN
02/01/2022,02,01,2022,57858,70,PL
02/01/2022,02,01,2022,45618,99,PT
02/01/2022,02,01,2022,68500,27,PR
02/01/2022,02,01,2022,97195,54,QA
02/01/2022,02,01,2022,72438,44,RE
02/01/2022,02,01,2022,21216,18,RO
02/01/2022,02,01,2022,95700,23,RU
02/01/2022,02,01,2022,42160,95,RU
02/01/2022,02,01,2022,41192,4,RW
02/01/2022,02,01,2022,17995,2,SH
02/01/2022,02,01,2022,66945,46,KN
02/01/2022,02,01,2022,6453,59,LC
02/01/2022,02,01,2022,46349,72,PM
02/01/2022,02,01,2022,21020,23,VC
02/01/2022,02,01,2022,63154,89,VC
02/01/2022,02,01,2022,33830,53,VC
02/01/2022,02,01,2022,74950,14,WS
02/01/2022,02,01,2022,99145,25,SM
02/01/2022,02,01,2022,21600,80,ST
02/01/2022,02,01,2022,88708,95,SA
02/01/2022,02,01,2022,1671,65,SN
02/01/2022,02,01,2022,62798,77,RS
02/01/2022,02,01,2022,85990,15,SC
02/01/2022,02,01,2022,64973,44,SL
02/01/2022,02,01,2022,86924,15,SG
02/01/2022,02,01,2022,49190,98,SK
02/01/2022,02,01,2022,89384,5,SI
02/01/2022,02,01,2022,6937,5,SB
02/01/2022,02,01,2022,16006,70,SO
02/01/2022,02,01,2022,63256,26,ZA
02/01/2022,02,01,2022,31632,89,GS
02/01/2022,02,01,2022,55065,12,SS
02/01/2022,02,01,2022,84560,80,ES
02/01/2022,02,01,2022,95004,50,LK
02/01/2022,02,01,2022,14712,51,SD
02/01/2022,02,01,2022,51342,15,SR
02/01/2022,02,01,2022,72133,22,SJ
02/01/2022,02,01,2022,6133,41,SZ
02/01/2022,02,01,2022,59049,43,SE
02/01/2022,02,01,2022,96511,75,CH
02/01/2022,02,01,2022,41757,25,SY
02/01/2022,02,01,2022,39503,13,TW
02/01/2022,02,01,2022,80412,97,TW
02/01/2022,02,01,2022,3860,31,TJ
02/01/2022,02,01,2022,84575,17,TZ
02/01/2022,02,01,2022,19200,8,TH
02/01/2022,02,01,2022,62617,88,TL
02/01/2022,02,01,2022,41886,68,TG
02/01/2022,02,01,2022,4331,65,TK
02/01/2022,02,01,2022,8549,40,TO
02/01/2022,02,01,2022,1301,90,TT
02/01/2022,02,01,2022,33406,5,TN
02/01/2022,02,01,2022,5571,35,TR
02/01/2022,02,01,2022,18395,6,TM
02/01/2022,02,01,2022,99378,22,TC
02/01/2022,02,01,2022,2756,14,TV
02/01/2022,02,01,2022,57035,29,UG
02/01/2022,02,01,2022,94815,59,UA
02/01/2022,02,01,2022,31623,61,AE
02/01/2022,02,01,2022,52045,53,GB
02/01/2022,02,01,2022,40652,40,US
02/01/2022,02,01,2022,49013,54,UM
02/01/2022,02,01,2022,53839,56,UY
02/01/2022,02,01,2022,3923,46,UZ
02/01/2022,02,01,2022,91518,42,VU
02/01/2022,02,01,2022,93383,17,VE
02/01/2022,02,01,2022,85848,60,VE
02/01/2022,02,01,2022,12134,39,VN
02/01/2022,02,01,2022,60535,36,VN
02/01/2022,02,01,2022,2545,42,VG
02/01/2022,02,01,2022,47780,60,VI
02/01/2022,02,01,2022,99023,40,WF
02/01/2022,02,01,2022,79108,24,EH
02/01/2022,02,01,2022,32724,92,YE
02/01/2022,02,01,2022,37487,0,ZM
02/01/2022,02,01,2022,21295,91,ZW
